drift,system,problem,relearn counts,0-50,51-100,101-150,151-200
reoccurring,no_relearn,easy-ipc-grid_easy-ipc-grid_p10-5-5_hyp-1_10_1_-no-relearn_per50.0.csv,0,0.846,0.7831632653061225,0.85,0.7765306122448979
reoccurring,no_relearn,zeno-travel_zeno-travel_p01_hyp-1_10_3_-no-relearn_per50.0.csv,0,0.9400000000000001,0.7565597667638484,0.950801749271137,0.7545553935860059
reoccurring,no_relearn,miconic_miconic_p06_hyp-2_10_3_-no-relearn_per50.0.csv,0,0.9943333333333334,0.6333333333333333,0.9925170068027211,0.6333333333333333
reoccurring,no_relearn,satellite_satellite_p02_hyp-3_10_1_-no-relearn_per50.0.csv,0,0.7486666666666667,0.4795918367346939,0.7459183673469388,0.485374149659864
reoccurring,no_relearn,rovers_rovers_p03_hyp-2_10_3_-no-relearn_per50.0.csv,0,0.917,0.8115646258503402,0.8993197278911564,0.7775510204081633
reoccurring,no_relearn,driverlog_driverlog_p05_hyp-4_10_1_-no-relearn_per50.0.csv,0,0.989,0.6833333333333333,0.9833333333333333,0.6833333333333333
reoccurring,no_relearn,ferry_ferry_p01_hyp-1_10_3_-no-relearn_per50.0.csv,0,0.795952380952381,0.7101554907677357,0.8100097181729835,0.717201166180758
reoccurring,no_relearn,blocks-world_block-words_p04_-no-relearn_per50.0.csv,0,0.5367631578947368,0.5011278195488722,0.5452201933404941,0.49803974221267455
reoccurring,no_relearn,driverlog_driverlog_p02_hyp-2_10_1_-no-relearn_per50.0.csv,0,0.8089999999999999,0.5469387755102041,0.7880952380952381,0.5554421768707484
reoccurring,no_relearn,intrusion-detection_intrusion-detection_p10_hyp-4_10_0_-no-relearn_per50.0.csv,0,0.9994444444444445,0.8824263038548753,0.9994331065759637,0.8811791383219955
reoccurring,no_relearn,satellite_satellite_p01_hyp-2_10_1_-no-relearn_per50.0.csv,0,0.622,0.4891156462585034,0.6227891156462585,0.5136054421768708
reoccurring,no_relearn,dwr_dwr_p02_hyp-2_10_3_-no-relearn_per50.0.csv,0,0.6441071428571429,0.5202259475218659,0.6415816326530612,0.5353498542274052
reoccurring,no_relearn,logistics_logistics-aaai_p02_hyp-2_10_0_-no-relearn_per50.0.csv,0,0.8887777777777778,0.831859410430839,0.8829931972789116,0.8300453514739229
reoccurring,no_relearn,dwr_dwr_p07_hyp-3_10_3_-no-relearn_per50.0.csv,0,0.9199999999999999,0.6774781341107872,0.9201895043731778,0.6813046647230321
reoccurring,no_relearn,sokoban_sokoban_p01_hyp-3_10_1_-no-relearn_per50.0.csv,0,0.6776666666666666,0.6040816326530613,0.6739229024943311,0.6156462585034014
reoccurring,no_relearn,sokoban_sokoban_p03_hyp-4_10_1_-no-relearn_per50.0.csv,0,0.7458928571428571,0.6151603498542274,0.7408892128279884,0.6344752186588921
reoccurring,no_relearn,easy-ipc-grid_easy-ipc-grid-aaai_p5-10-10_hyp-2_10_0_-no-relearn_per50.0.csv,0,0.737111111111111,0.5684807256235828,0.7612244897959184,0.582312925170068
reoccurring,no_relearn,easy-ipc-grid_easy-ipc-grid_p5-10-10_hyp-6_10_1_-no-relearn_per50.0.csv,0,0.7484444444444445,0.6729024943310657,0.7091836734693877,0.6975056689342404
reoccurring,no_relearn,depots_problem01_-no-relearn_per50.0.csv,0,0.7513333333333333,0.6925170068027211,0.7706349206349207,0.6785714285714286
reoccurring,no_relearn,easy-ipc-grid_easy-ipc-grid-aaai_p10-5-5_hyp-2_10_0_-no-relearn_per50.0.csv,0,0.8275,0.6979591836734694,0.8454081632653061,0.7117346938775511
reoccurring,no_relearn,logistics_logistics_p06_hyp-3_10_1_-no-relearn_per50.0.csv,0,0.969469696969697,0.8605442176870749,0.9681508967223253,0.8579158936301794
reoccurring,no_relearn,blocks-world_block-words_p03_-no-relearn_per50.0.csv,0,0.6035526315789473,0.49556928034371645,0.5962137486573577,0.5026852846401718
reoccurring,no_relearn,intrusion-detection_intrusion-detection_p20_hyp-2_10_0_-no-relearn_per50.0.csv,0,0.9912894736842105,0.7299946294307197,0.9910580021482277,0.729484425349087
reoccurring,no_relearn,rovers_rovers_p06_hyp-4_10_1_-no-relearn_per50.0.csv,0,0.9,0.6333333333333333,0.9,0.6333333333333333
reoccurring,no_relearn,rovers_rovers_p07_hyp-3_10_3_-no-relearn_per50.0.csv,0,1.0,0.7666666666666667,1.0,0.7666666666666667
reoccurring,no_relearn,easy-ipc-grid_easy-ipc-grid_p07_hyp-3_10_3_-no-relearn_per50.0.csv,0,0.5966666666666667,0.8357142857142857,0.5934240362811791,0.8478458049886621
reoccurring,no_relearn,ferry_ferry_p06_hyp-3_10_1_-no-relearn_per50.0.csv,0,0.7428571428571429,0.810131195335277,0.7239431486880467,0.8037536443148688
reoccurring,no_relearn,driverlog_driverlog_p03_hyp-1_10_1_-no-relearn_per50.0.csv,0,0.5776785714285714,0.5974854227405247,0.6064139941690962,0.5858236151603499
reoccurring,no_relearn,logistics_logistics-aaai_p03_hyp-2_10_0_-no-relearn_per50.0.csv,0,0.894,0.6083900226757369,0.9012471655328798,0.6217687074829932
reoccurring,no_relearn,miconic_miconic_p05_hyp-4_10_1_-no-relearn_per50.0.csv,0,1.0,0.789795918367347,1.0,0.7887755102040817
reoccurring,no_relearn,sokoban_sokoban_p06_hyp-2_10_3_-no-relearn_per50.0.csv,0,0.686,0.6329931972789116,0.689795918367347,0.6537414965986394
reoccurring,no_relearn,ferry_ferry_p03_hyp-4_10_2_-no-relearn_per50.0.csv,0,0.727,0.6023809523809524,0.7183673469387756,0.6248299319727891
reoccurring,no_relearn,satellite_satellite_p07_hyp-4_10_1_-no-relearn_per50.0.csv,0,0.916,0.5,0.9244897959183673,0.5
reoccurring,no_relearn,dwr_dwr_p05_hyp-3_10_1_-no-relearn_per50.0.csv,0,0.8405357142857143,0.5706997084548106,0.8436588921282798,0.565597667638484
reoccurring,no_relearn,logistics_logistics_p03_hyp-7_10_2_-no-relearn_per50.0.csv,0,0.9494444444444444,0.8205215419501134,0.945124716553288,0.8163265306122449
reoccurring,no_relearn,sokoban_sokoban_p05_hyp-4_10_2_-no-relearn_per50.0.csv,0,0.772,0.6741496598639456,0.7622448979591837,0.6908163265306122
reoccurring,no_relearn,miconic_miconic_p07_hyp-1_10_3_-no-relearn_per50.0.csv,0,1.0,0.7666666666666667,1.0,0.7666666666666667
reoccurring,no_relearn,ferry_ferry_p04_hyp-2_10_2_-no-relearn_per50.0.csv,0,0.8233928571428571,0.7217565597667638,0.8270772594752187,0.7543731778425656
reoccurring,closed_loop_ave,easy-ipc-grid_easy-ipc-grid-aaai_p5-5-5_hyp-2_10_0_-closedloop_ave_metric_per50.0.csv,3,0.772,0.7408163265306122,0.7418367346938776,0.7142857142857143
reoccurring,closed_loop_ave,satellite_satellite_p05_hyp-2_10_2_-closedloop_ave_metric_per50.0.csv,11,1.0,0.47011661807580174,0.9129008746355685,0.49927113702623904
reoccurring,closed_loop_ave,miconic_miconic_p02_hyp-1_10_3_-closedloop_ave_metric_per50.0.csv,3,0.8086666666666666,0.7506802721088436,0.7384353741496599,0.7738095238095238
reoccurring,closed_loop_ave,ferry_ferry_p06_hyp-3_10_1_-closedloop_ave_metric_per50.0.csv,2,0.7428571428571429,0.810131195335277,0.7306851311953353,0.7858965014577259
reoccurring,closed_loop_ave,satellite_satellite_p06_hyp-1_10_3_-closedloop_ave_metric_per50.0.csv,11,0.910952380952381,0.5,0.8379494655004859,0.5
reoccurring,closed_loop_ave,driverlog_driverlog_p01_hyp-1_10_1_-closedloop_ave_metric_per50.0.csv,3,0.8813333333333333,0.7969387755102041,0.851360544217687,0.7792517006802722
reoccurring,closed_loop_ave,rovers_rovers_p07_hyp-3_10_3_-closedloop_ave_metric_per50.0.csv,3,1.0,0.8755102040816327,0.9295918367346939,0.8755102040816327
reoccurring,closed_loop_ave,easy-ipc-grid_easy-ipc-grid_p07_hyp-3_10_3_-closedloop_ave_metric_per50.0.csv,5,0.5966666666666667,0.8357142857142857,0.5976190476190476,0.8393424036281179
reoccurring,closed_loop_ave,miconic_miconic_p05_hyp-4_10_1_-closedloop_ave_metric_per50.0.csv,3,1.0,0.9615646258503402,0.9204081632653062,0.9605442176870749
reoccurring,closed_loop_ave,logistics_logistics_p07_hyp-3_10_3_-closedloop_ave_metric_per50.0.csv,2,0.9613636363636364,0.8132343846629561,0.8967223252937538,0.7929808286951144
